model_id,bbh_acc,math_acc,musr_acc,mmlu_pro_acc,bbh_sub_boolean_expressions,bbh_sub_causal_judgement,bbh_sub_date_understanding,bbh_sub_logical_deduction_five_objects,bbh_sub_logical_deduction_seven_objects,bbh_sub_logical_deduction_three_objects,bbh_sub_navigate,bbh_sub_object_counting,bbh_sub_penguins_in_a_table,bbh_sub_web_of_lies,score_variance,label
Tarek07/Progenitor-V1.1-LLaMa-70B,0.6957125499045305,0.357250755287009,0.4722222222222222,0.5465425531914894,0.916,0.7005347593582888,0.712,0.624,0.644,0.94,0.684,0.688,0.7534246575342466,0.608,0.0158001663201221,0
ashercn97/a1-v002,0.5233466412081236,0.2341389728096676,0.4153439153439153,0.417470079787234,0.872,0.5454545454545454,0.576,0.472,0.464,0.712,0.664,0.416,0.5068493150684932,0.548,0.0120516981475787,0
netcat420/MFANN-llama3.1-abliterated-v2,0.4934907134178094,0.0740181268882175,0.3835978835978836,0.3490691489361702,0.788,0.6417112299465241,0.44,0.412,0.412,0.564,0.584,0.476,0.4178082191780822,0.508,0.0240566374996095,0
Daemontatox/CogitoDistil,0.3653879534802985,0.3927492447129909,0.3743386243386243,0.2625498670212766,0.844,0.5187165775401069,0.204,0.316,0.212,0.452,0.656,0.392,0.3424657534246575,0.552,0.004177559825279,1
jpacifico/Chocolatine-3B-Instruct-DPO-v1.0,0.5464329109529595,0.1782477341389728,0.4748677248677249,0.3937001329787234,0.844,0.5935828877005348,0.616,0.504,0.436,0.736,0.672,0.384,0.4041095890410959,0.52,0.0204362158583294,1
hotmailuser/Falcon3Slerp4-10B,0.6096163860440895,0.2288519637462235,0.4007936507936508,0.4387466755319149,0.86,0.6417112299465241,0.624,0.632,0.58,0.848,0.668,0.472,0.5958904109589042,0.484,0.0199460536209694,0
marcuscedricridia/Hush-Qwen2.5-7B-MST-v1.3,0.5485158826592605,0.4758308157099697,0.4298941798941799,0.4439827127659574,0.856,0.5721925133689839,0.576,0.536,0.492,0.776,0.684,0.364,0.6027397260273972,0.552,0.0072176229780062,1
prithivMLmods/Calcium-Opus-14B-Elite,0.6297517792049991,0.4788519637462236,0.4854497354497354,0.5301695478723404,0.888,0.6096256684491979,0.704,0.596,0.636,0.896,0.712,0.492,0.6712328767123288,0.52,0.0085598971439525,1
Lil-R/2_PRYMMAL-ECE-7B-SLERP-V1,0.3023780593646936,0.0007552870090634,0.3902116402116402,0.1123670212765957,0.46,0.5187165775401069,0.172,0.196,0.144,0.344,0.42,0.068,0.2123287671232876,0.488,0.0239961811281391,1
CultriX/Qwestion-14B,0.6432910952959555,0.3723564954682779,0.4629629629629629,0.542220744680851,0.88,0.6470588235294118,0.688,0.628,0.624,0.908,0.684,0.5,0.6643835616438356,0.584,0.0137171377991693,1
ladydaina/ECE-FDF,0.5127582017010935,0.0815709969788519,0.4497354497354497,0.3006981382978723,0.784,0.6470588235294118,0.46,0.496,0.46,0.692,0.612,0.324,0.4383561643835616,0.46,0.0281117152621497,1
CultriX/SeQwence-14B-EvolMergev1,0.6524908869987849,0.4214501510574018,0.4616402116402116,0.539311835106383,0.872,0.6310160427807486,0.676,0.628,0.6,0.912,0.716,0.516,0.6917808219178082,0.576,0.0117949301011514,1
HeraiHench/Double-Down-Qwen-Math-7B,0.2818955042527339,0.0007552870090634,0.373015873015873,0.1112034574468085,0.46,0.5187165775401069,0.216,0.208,0.144,0.336,0.42,0.012,0.2054794520547945,0.488,0.0220645796550519,1
nbeerbower/Mistral-Gutenberg-Doppel-7B-FFT,0.4070473876063183,0.0249244712990936,0.4047619047619047,0.2728557180851064,0.784,0.5721925133689839,0.304,0.236,0.22,0.428,0.46,0.388,0.2876712328767123,0.492,0.0242060990632671,0
MagusCorp/grpo_lora_enem_llama3_7b,0.4787363304981774,0.1216012084592145,0.3968253968253968,0.3573803191489361,0.812,0.5828877005347594,0.444,0.404,0.424,0.68,0.608,0.484,0.4589041095890411,0.528,0.0177864265673742,0
princeton-nlp/Llama-3-Base-8B-SFT-SimPO,0.4723138344037493,0.0551359516616314,0.4126984126984127,0.3105053191489361,0.768,0.6096256684491979,0.452,0.4,0.404,0.52,0.636,0.476,0.4589041095890411,0.5,0.0255709769364627,0
Qwen/Qwen1.5-4B,0.4035757680958167,0.052870090634441,0.3597883597883597,0.2460106382978723,0.716,0.5187165775401069,0.408,0.352,0.276,0.496,0.492,0.328,0.3561643835616438,0.516,0.0184120954208217,0
allknowingroger/MultiMash8-13B-slerp,0.5153619163339698,0.0770392749244713,0.4417989417989418,0.3125831117021276,0.808,0.6042780748663101,0.484,0.464,0.432,0.716,0.572,0.336,0.4794520547945205,0.472,0.0282056182645198,1
google/gemma-2-2b-it,0.4162471793091477,0.0007552870090634,0.3915343915343915,0.2549867021276595,0.74,0.5668449197860963,0.46,0.276,0.296,0.424,0.492,0.344,0.4246575342465753,0.488,0.027216546661056,0
Syed-Hasan-8503/Phi-3-mini-4K-instruct-cpo-simpo,0.5646589133830933,0.1570996978851963,0.3955026455026455,0.3860538563829787,0.804,0.6149732620320856,0.56,0.552,0.512,0.828,0.636,0.392,0.5821917808219178,0.488,0.0214079815685395,0
orai-nlp/Llama-eus-8B,0.4410692588092345,0.0468277945619335,0.3915343915343915,0.3057679521276595,0.8,0.5133689839572193,0.528,0.3,0.276,0.404,0.436,0.5,0.3767123287671233,0.488,0.0230978780144475,0
google/gemma-1.1-2b-it,0.3155702135045999,0.0181268882175226,0.3386243386243386,0.1483543882978723,0.54,0.5294117647058824,0.328,0.216,0.18,0.348,0.42,0.272,0.2602739726027397,0.488,0.0178752893792067,0
hotmailuser/Gemma2magnum-27b,0.6176011109182433,0.2205438066465256,0.4722222222222222,0.4596077127659574,0.9,0.6042780748663101,0.632,0.512,0.448,0.768,0.684,0.4,0.636986301369863,0.492,0.0209348216017031,0
bedio/DistMerge_Llama-3.1-8B-Instruct,0.511543134872418,0.1601208459214501,0.4470899470899471,0.3958610372340425,0.844,0.6149732620320856,0.42,0.344,0.356,0.564,0.62,0.44,0.4794520547945205,0.572,0.0186978154802795,0
mlabonne/AlphaMonarch-7B,0.4613782329456691,0.0407854984894259,0.4113756613756614,0.2472573138297872,0.712,0.5935828877005348,0.384,0.468,0.408,0.608,0.544,0.268,0.3561643835616438,0.46,0.0270898194816387,1
agentlans/Llama3.1-SuperDeepFuse,0.5042527339003645,0.1827794561933534,0.369047619047619,0.3774933510638298,0.832,0.5721925133689839,0.5,0.376,0.396,0.616,0.572,0.344,0.4657534246575342,0.468,0.0145617464763866,0
Gryphe/Pantheon-RP-Pure-1.6.2-22b-Small,0.52629751779205,0.202416918429003,0.3756613756613756,0.3941988031914893,0.504,0.5614973262032086,0.644,0.512,0.464,0.748,0.42,0.108,0.5684931506849316,0.488,0.0136803414143795,0
prithivMLmods/GWQ2b,0.4139906266273216,0.0626888217522658,0.4298941798941799,0.2472573138297872,0.756,0.4973262032085561,0.488,0.26,0.244,0.404,0.576,0.32,0.3356164383561644,0.508,0.0221145515649997,1
ClaudioItaly/intelligence-cod-rag-7b-v3,0.5330671758375282,0.3806646525679758,0.414021164021164,0.4195478723404255,0.812,0.6096256684491979,0.564,0.504,0.484,0.716,0.64,0.36,0.5753424657534246,0.496,0.0086993979889393,1
DreadPoor/Howdy-8B-LINEAR,0.5375802812011804,0.1774924471299093,0.4113756613756614,0.3806515957446808,0.848,0.5935828877005348,0.48,0.428,0.428,0.66,0.656,0.416,0.5068493150684932,0.484,0.0174692398267854,0
icefog72/Ice0.7-29.09-RP,0.5032112480472141,0.066465256797583,0.4232804232804232,0.3126662234042553,0.832,0.6256684491978609,0.44,0.452,0.396,0.648,0.556,0.316,0.4315068493150685,0.488,0.0273995083095169,1
Tremontaine/L3-12B-Lunaris-v1,0.5214372504773477,0.0876132930513595,0.3664021164021164,0.3774933510638298,0.792,0.5989304812834224,0.492,0.388,0.428,0.532,0.66,0.404,0.5068493150684932,0.48,0.0248416525386807,0
EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1,0.4370768963721576,0.1080060422960725,0.3425925925925926,0.2789228723404255,0.78,0.5828877005347594,0.48,0.4,0.332,0.452,0.628,0.344,0.3219178082191781,0.492,0.0145578221574011,0
DeepMount00/Lexora-Lite-3B_v2,0.479951397326853,0.2280966767371601,0.3809523809523809,0.3543882978723404,0.788,0.5882352941176471,0.504,0.444,0.344,0.656,0.676,0.312,0.3972602739726027,0.54,0.0096790801337587,1
Daemontatox/ReasonTest,0.5407047387606319,0.2137462235649546,0.4312169312169312,0.4271941489361702,0.868,0.5614973262032086,0.556,0.464,0.432,0.688,0.652,0.428,0.547945205479452,0.604,0.0154657059528923,0
SanjiWatsuki/Silicon-Maid-7B,0.4108661690678701,0.0649546827794562,0.4179894179894179,0.308344414893617,0.744,0.5721925133689839,0.424,0.404,0.42,0.536,0.42,0.112,0.3356164383561644,0.488,0.0204029904479149,0
CohereForAI/c4ai-command-r7b-12-2024,0.549383787536886,0.2990936555891239,0.4113756613756614,0.3572140957446808,0.784,0.6363636363636364,0.444,0.524,0.52,0.704,0.596,0.408,0.5,0.48,0.0104218593402208,1
Nexesenex/Llama_3.2_1b_SunOrca_V1,0.3402187120291616,0.0672205438066465,0.3253968253968254,0.1884142287234042,0.664,0.4866310160427807,0.416,0.236,0.2,0.352,0.424,0.32,0.273972602739726,0.5,0.012756200531096,0
Weyaxi/Einstein-v7-Qwen2-7B,0.5113695538968929,0.1993957703927492,0.4391534391534391,0.4095744680851064,0.844,0.6524064171122995,0.516,0.492,0.444,0.628,0.648,0.38,0.5616438356164384,0.516,0.015098512548004,0
LeroyDyer/_Spydaz_Web_AI_BIBLE_002,0.3258114910605797,0.0173716012084592,0.3399470899470899,0.1368018617021276,0.76,0.5187165775401069,0.252,0.2,0.136,0.336,0.42,0.244,0.2397260273972602,0.488,0.0194266673131088,0
prithivMLmods/Omni-Reasoner-Merged,0.5490366255858358,0.3330815709969788,0.4616402116402116,0.4364195478723404,0.828,0.5614973262032086,0.552,0.516,0.492,0.696,0.632,0.448,0.547945205479452,0.548,0.0099211129881984,1
KingNish/Qwen2.5-0.5b-Test-ft,0.3211248047214025,0.0354984894259818,0.3412698412698413,0.1688829787234042,0.548,0.4598930481283422,0.276,0.2,0.148,0.328,0.58,0.312,0.2808219178082192,0.488,0.0158223759704064,0
THUDM/glm-4-9b-chat-1m-hf,0.3872591563964589,0.0483383685800604,0.3677248677248677,0.1814328457446808,0.46,0.5187165775401069,0.432,0.376,0.272,0.564,0.42,0.068,0.3698630136986301,0.488,0.0199212467541261,1
allknowingroger/Gemma2Slerp1-27B,0.6370421801770526,0.2583081570996979,0.4761904761904761,0.4456449468085106,0.892,0.5828877005347594,0.596,0.572,0.52,0.776,0.648,0.424,0.6917808219178082,0.516,0.0197176999273584,1
jaspionjader/bh-47,0.5532025689984378,0.127643504531722,0.4153439153439153,0.3854720744680851,0.828,0.5882352941176471,0.496,0.448,0.42,0.636,0.488,0.536,0.5,0.484,0.0248024086108384,0
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-HailMary-v0.1-KTO-3B,0.4504426314875889,0.1261329305135951,0.3677248677248677,0.3107546542553192,0.792,0.6149732620320856,0.532,0.444,0.376,0.476,0.624,0.404,0.3493150684931507,0.52,0.0145538133537525,0
OpenBuddy/openbuddy-llama3.2-3b-v23.2-131k,0.4061794827286929,0.0264350453172205,0.3253968253968254,0.2479222074468085,0.728,0.5454545454545454,0.468,0.312,0.316,0.424,0.456,0.408,0.2534246575342466,0.488,0.0201336577822385,0
ehristoforu/SoRu-0009,0.3110571081409477,0.0211480362537764,0.335978835978836,0.1239195478723404,0.68,0.481283422459893,0.192,0.192,0.148,0.32,0.448,0.128,0.3356164383561644,0.568,0.0179369320262465,1
CultriX/Qwen2.5-14B-MergeStock,0.6554417635827113,0.4146525679758308,0.4669312169312169,0.539561170212766,0.868,0.6524064171122995,0.688,0.624,0.6,0.908,0.712,0.496,0.6986301369863014,0.584,0.0124126026407082,1
ehristoforu/fp4-14b-v1-fix,0.679916681131748,0.4206948640483384,0.4523809523809524,0.5353224734042553,0.912,0.6256684491978609,0.728,0.644,0.552,0.92,0.692,0.548,0.7123287671232876,0.524,0.0157044590333241,1
jaspionjader/kstc-9-8b,0.5217844124283978,0.1359516616314199,0.4113756613756614,0.3872174202127659,0.8,0.6096256684491979,0.48,0.388,0.416,0.592,0.548,0.512,0.4931506849315068,0.472,0.0207128381266764,0
lemon07r/Gemma-2-Ataraxy-v3j-9B,0.5634438465544176,0.1691842900302115,0.3174603174603174,0.4133976063829787,0.828,0.5614973262032086,0.58,0.556,0.548,0.824,0.664,0.292,0.4794520547945205,0.472,0.0208673114247698,0
Sakalti/ultiima-14B-v0.2,0.6455476479777816,0.3995468277945619,0.4788359788359788,0.5387300531914894,0.872,0.6203208556149733,0.672,0.62,0.636,0.916,0.724,0.5,0.678082191780822,0.572,0.0116042359469541,1
FlofloB/smollm2-135M_pretrained_1400k_fineweb_uncovai_selected,0.288491581322687,0.0105740181268882,0.373015873015873,0.1136968085106382,0.46,0.5240641711229946,0.204,0.184,0.176,0.356,0.42,0.056,0.1712328767123287,0.488,0.021298422885827,1
YOYO-AI/Qwen2.5-14B-YOYO-V4,0.6474570387085575,0.5347432024169184,0.41005291005291,0.5169547872340425,0.904,0.6203208556149733,0.676,0.664,0.624,0.936,0.752,0.424,0.678082191780822,0.508,0.0155044148001533,1
JayHyeon/Qwen2.5-0.5B-SFT-7e-5,0.3140079847248742,0.0302114803625377,0.335978835978836,0.1622340425531915,0.52,0.5187165775401069,0.34,0.208,0.152,0.344,0.504,0.2,0.2123287671232876,0.488,0.0157481901402557,0
databricks/dolly-v2-3b,0.3055025169241451,0.0151057401812688,0.3333333333333333,0.1145279255319148,0.536,0.4117647058823529,0.152,0.216,0.148,0.356,0.504,0.212,0.2191780821917808,0.512,0.0184842206908032,1
DeepMount00/Qwen2-1.5B-Ita_v2,0.3921194237111612,0.0966767371601208,0.369047619047619,0.3031914893617021,0.792,0.5454545454545454,0.416,0.26,0.252,0.388,0.452,0.344,0.3972602739726027,0.512,0.0137487135365038,0
icefog72/Ice0.50-16.01-RP,0.4962680090262107,0.0468277945619335,0.4378306878306878,0.3069315159574468,0.828,0.6096256684491979,0.448,0.452,0.408,0.596,0.58,0.312,0.410958904109589,0.464,0.0300341819320172,0
win10/Norns-Qwen2.5-7B,0.5028640860961638,0.2628398791540785,0.4074074074074074,0.3413397606382978,0.864,0.5828877005347594,0.58,0.424,0.436,0.556,0.54,0.464,0.6027397260273972,0.508,0.0095404015078956,1
jaspionjader/bh-6,0.5886130880055546,0.1087613293051359,0.4193121693121693,0.3697639627659574,0.82,0.6096256684491979,0.516,0.528,0.484,0.716,0.508,0.596,0.5,0.468,0.0306548104589567,1
EpistemeAI/ReasoningCore-3B-0,0.4422843256379101,0.1586102719033232,0.3544973544973545,0.3172373670212766,0.776,0.6256684491978609,0.48,0.4,0.308,0.508,0.62,0.348,0.363013698630137,0.488,0.010960219714008,0
huu-ontocord/wide_3b_orpo_stage1.1-ss1-orpo3,0.2931782676618643,0.0098187311178247,0.3611111111111111,0.116439494680851,0.54,0.5187165775401069,0.208,0.188,0.148,0.344,0.42,0.084,0.0684931506849315,0.488,0.0202240856865397,1
BAAI/Infinity-Instruct-7M-0729-mistral-7B,0.4931435514667592,0.0830815709969788,0.4047619047619047,0.3273769946808511,0.792,0.6524064171122995,0.464,0.364,0.408,0.528,0.596,0.38,0.4931506849315068,0.508,0.0235579056570787,0
saishshinde15/TethysAI_Vortex,0.4723138344037493,0.3149546827794562,0.4444444444444444,0.3240525265957447,0.824,0.5508021390374331,0.448,0.44,0.376,0.644,0.652,0.384,0.4863013698630137,0.548,0.0063259017558977,1
JayHyeon/Qwen_0.5-IRPO_3e-6-1ep_1alp_0lam,0.3240756813053289,0.0370090634441087,0.3161375661375661,0.1611535904255319,0.748,0.4705882352941176,0.24,0.188,0.152,0.332,0.58,0.144,0.2602739726027397,0.528,0.0144876343054501,0
neopolita/jessi-v0.3-falcon3-7b-instruct,0.5348029855927791,0.188821752265861,0.4682539682539682,0.3970246010638298,0.872,0.6149732620320856,0.516,0.548,0.48,0.792,0.612,0.36,0.5616438356164384,0.488,0.0180553879554333,1
jaspionjader/Kosmos-Elusive-VENN-8B,0.5337614997396285,0.1246223564954682,0.4153439153439153,0.3797373670212766,0.816,0.6149732620320856,0.46,0.472,0.456,0.684,0.572,0.492,0.4794520547945205,0.516,0.0230665859384738,0
piotr25691/thea-c-3b-25r,0.4518312792917896,0.1525679758308157,0.3306878306878307,0.3178191489361702,0.78,0.5828877005347594,0.492,0.424,0.344,0.484,0.644,0.344,0.3698630136986301,0.5,0.0118003293915057,0
Nexesenex/Llama_3.2_3b_Kermes_v1,0.4389862871029335,0.0309667673716012,0.4060846560846561,0.2547373670212766,0.752,0.6149732620320856,0.328,0.356,0.308,0.44,0.592,0.364,0.363013698630137,0.524,0.0259671186190261,0
netcat420/MFANN-llama3.1-Abliterated-SLERP,0.4553028988022912,0.0483383685800604,0.3796296296296296,0.2928025265957447,0.764,0.5721925133689839,0.428,0.34,0.304,0.484,0.484,0.536,0.4657534246575342,0.528,0.0235098153251133,0
Quazim0t0/Nova-14b-sce,0.6915466064919285,0.4161631419939577,0.4563492063492063,0.5413065159574468,0.916,0.6470588235294118,0.752,0.668,0.556,0.94,0.7,0.584,0.7397260273972602,0.56,0.0164581481409538,1
tinycompany/ShawtyIsBad-nomic-moe,0.3850026037146328,0.0430513595166163,0.3743386243386243,0.2572307180851064,0.816,0.5454545454545454,0.392,0.316,0.24,0.408,0.576,0.084,0.3424657534246575,0.532,0.0192744466003014,0
anthracite-org/magnum-v4-27b,0.583058496788752,0.1797583081570997,0.4378306878306878,0.4375831117021276,0.896,0.6096256684491979,0.608,0.48,0.444,0.664,0.612,0.408,0.6301369863013698,0.496,0.0214372608827282,0
yfzp/Llama-3-8B-Instruct-SPPO-score-Iter1_bt_8b-table-0.002,0.5035584099982642,0.0876132930513595,0.3822751322751322,0.3734208776595745,0.784,0.5721925133689839,0.484,0.4,0.448,0.576,0.548,0.344,0.5273972602739726,0.48,0.0245028965412584,0
rasyosef/Phi-1_5-Instruct-v0.1,0.3093212983856969,0.0135951661631419,0.3412698412698413,0.1561668882978723,0.556,0.5187165775401069,0.312,0.22,0.156,0.348,0.456,0.2,0.2123287671232876,0.516,0.0177227477733551,0
princeton-nlp/Mistral-7B-Instruct-CPO,0.4060059017531678,0.0203927492447129,0.4166666666666667,0.2701130319148936,0.78,0.5989304812834224,0.344,0.248,0.212,0.372,0.592,0.352,0.2808219178082192,0.5,0.025539856183079,0
netcat420/MFANN-llama3.1-abliterated-SLERP-v3.1,0.4910605797604582,0.0694864048338368,0.3677248677248677,0.3543051861702128,0.756,0.6042780748663101,0.432,0.384,0.424,0.532,0.632,0.456,0.4589041095890411,0.5,0.0240231330083898,0
altomek/YiSM-34B-0rn,0.6113521957993404,0.2280966767371601,0.4444444444444444,0.4695811170212766,0.888,0.6149732620320856,0.636,0.552,0.516,0.772,0.684,0.408,0.6095890410958904,0.544,0.0196776126025732,0
gmonsoon/SahabatAI-MediChatIndo-8B-v1,0.4490539836833883,0.0619335347432024,0.3743386243386243,0.3107546542553192,0.756,0.6310160427807486,0.508,0.348,0.272,0.516,0.556,0.432,0.4246575342465753,0.492,0.0211858479399729,0
Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1,0.4174622461378233,0.107250755287009,0.4259259259259259,0.2935505319148936,0.832,0.5294117647058824,0.424,0.272,0.196,0.408,0.6,0.412,0.4452054794520548,0.508,0.0166696225751807,0
HumanLLMs/Humanish-Mistral-Nemo-Instruct-2407,0.5228258982815484,0.1367069486404833,0.3955026455026455,0.3520611702127659,0.824,0.6310160427807486,0.592,0.472,0.488,0.64,0.672,0.348,0.5342465753424658,0.496,0.0201759921365786,1
beowolx/CodeNinja-1.0-OpenChat-7B,0.4433258114910606,0.0672205438066465,0.4232804232804232,0.3015292553191489,0.688,0.5187165775401069,0.404,0.404,0.4,0.548,0.42,0.124,0.3972602739726027,0.488,0.022445446564229,0
ontocord/wide_3b_sft_stage1.2-ss1-expert_formatted_text,0.3034195452178441,0.0120845921450151,0.3465608465608465,0.1146110372340425,0.564,0.5133689839572193,0.208,0.192,0.148,0.324,0.58,0.084,0.2328767123287671,0.52,0.0195740914931619,1
YOYO-AI/ZYH-LLM-Qwen2.5-14B-V4,0.650407915292484,0.5392749244712991,0.4417989417989418,0.5203623670212766,0.908,0.6042780748663101,0.672,0.644,0.588,0.94,0.724,0.428,0.678082191780822,0.584,0.0155289925543292,1
hotmailuser/FalconSlerp1-7B,0.5302898802291269,0.2379154078549848,0.4444444444444444,0.4128989361702128,0.868,0.6577540106951871,0.564,0.472,0.404,0.8,0.704,0.464,0.5821917808219178,0.488,0.0128116748035098,1
Daemontatox/AetherUncensored,0.4459295261239368,0.1450151057401812,0.3743386243386243,0.2710272606382978,0.808,0.6042780748663101,0.384,0.416,0.392,0.488,0.488,0.464,0.3424657534246575,0.492,0.0129218889726352,1
godlikehhd/ifd_2500_qwen,0.4259677139385523,0.0981873111782477,0.3611111111111111,0.2921376329787234,0.8,0.5775401069518716,0.452,0.296,0.252,0.404,0.588,0.392,0.4863013698630137,0.544,0.0150664218145718,0
Qwen/Qwen1.5-7B-Chat,0.4483596597812879,0.0626888217522658,0.376984126984127,0.2951296542553192,0.628,0.5294117647058824,0.488,0.408,0.416,0.58,0.42,0.324,0.4383561643835616,0.488,0.0210616194312245,0
rootxhacker/apollo-7B,0.362263495920847,0.0256797583081571,0.4126984126984127,0.174783909574468,0.8,0.4919786096256685,0.324,0.248,0.2,0.452,0.62,0.196,0.2397260273972602,0.532,0.0239653418888379,1
T145/KRONOS-8B-V2,0.5113695538968929,0.2265861027190332,0.3822751322751322,0.3737533244680851,0.836,0.5989304812834224,0.46,0.372,0.368,0.624,0.608,0.408,0.4863013698630137,0.5,0.0112873480759481,1
invalid-coder/Sakura-SOLAR-Instruct-CarbonVillain-en-10.7B-v2-slerp,0.5139732685297691,0.0490936555891238,0.3981481481481481,0.3145777925531915,0.796,0.6577540106951871,0.5,0.444,0.416,0.608,0.576,0.304,0.4589041095890411,0.5,0.0293238745154613,0
allknowingroger/Meme-7B-slerp,0.4643291095295955,0.0438066465256797,0.421957671957672,0.281000664893617,0.78,0.6042780748663101,0.364,0.352,0.296,0.504,0.504,0.296,0.4178082191780822,0.5,0.0270165183214779,0
huihui-ai/QwQ-32B-Coder-Fusion-7030,0.6144766533587919,0.2794561933534743,0.3915343915343915,0.4367519946808511,0.892,0.6470588235294118,0.66,0.508,0.556,0.832,0.76,0.46,0.7054794520547946,0.508,0.0188272396572905,1
bfuzzy1/acheron-m1a-llama,0.2916160388821385,0.0075528700906344,0.3624338624338624,0.1146110372340425,0.46,0.5187165775401069,0.2,0.192,0.148,0.32,0.42,0.032,0.2671232876712329,0.488,0.020612557035729,1
bamec66557/NameLess-12B-prob,0.5120638777989932,0.1261329305135951,0.4325396825396825,0.3684341755319149,0.832,0.6149732620320856,0.624,0.46,0.456,0.644,0.664,0.324,0.5616438356164384,0.496,0.021196073461473,0
AuraIndustries/Aura-8B,0.5108488109703176,0.1518126888217522,0.3994708994708995,0.3873836436170212,0.828,0.6149732620320856,0.452,0.38,0.344,0.604,0.644,0.396,0.4931506849315068,0.516,0.0182601206035766,0
theprint/CleverBoi-Llama-3.1-8B-v2,0.4643291095295955,0.052870090634441,0.373015873015873,0.3188164893617021,0.812,0.5508021390374331,0.544,0.38,0.336,0.5,0.488,0.484,0.4315068493150685,0.492,0.0234879433042153,0
Sakalti/Anemoi-3B,0.4877625412254817,0.1774924471299093,0.4365079365079365,0.3765791223404255,0.832,0.6042780748663101,0.476,0.464,0.428,0.656,0.652,0.332,0.5205479452054794,0.568,0.014673018125946,0
Xkev/Llama-3.2V-11B-cot,0.4954001041485853,0.1555891238670695,0.4153439153439153,0.3587101063829787,0.84,0.5668449197860963,0.48,0.372,0.328,0.636,0.56,0.508,0.4178082191780822,0.48,0.0165246153307799,0
Xiaojian9992024/Phi-4-mini-UNOFFICAL,0.2910952959555632,0.0,0.335978835978836,0.1144448138297872,0.54,0.5187165775401069,0.192,0.192,0.148,0.32,0.42,0.068,0.2328767123287671,0.488,0.0189269759671995,1
prithivMLmods/QwQ-R1-Distill-7B-CoT,0.4369033153966325,0.4682779456193353,0.376984126984127,0.2804188829787234,0.792,0.5614973262032086,0.464,0.38,0.264,0.6,0.632,0.4,0.410958904109589,0.496,0.0070084306521737,1
saltlux/luxia-21.4b-alignment-v1.0,0.6346120465197015,0.0974320241691842,0.4325396825396825,0.3403424202127659,0.66,0.6203208556149733,0.724,0.632,0.636,0.88,0.58,0.32,0.6095890410958904,0.576,0.0383637850554083,1
ontocord/merged_0.2_expert_0.8,0.3013365735115431,0.0264350453172205,0.3611111111111111,0.1111203457446808,0.46,0.4919786096256685,0.212,0.2,0.156,0.348,0.42,0.0,0.2054794520547945,0.488,0.0193250386072057,1
CYFRAGOVPL/Llama-PLLuM-8B-base,0.43169588613088,0.0362537764350453,0.3968253968253968,0.2756815159574468,0.796,0.5133689839572193,0.468,0.332,0.332,0.436,0.624,0.376,0.3356164383561644,0.508,0.023996519953952,0
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPOP_5e-7-1ep_0alp_5lam,0.3166116993577504,0.0400302114803625,0.332010582010582,0.156000664893617,0.748,0.4759358288770053,0.232,0.212,0.164,0.356,0.58,0.1,0.2602739726027397,0.52,0.0151506346400805,0
bunnycore/SmolLM2-1.7-Persona,0.3582711334837701,0.0566465256797583,0.3333333333333333,0.1973902925531915,0.692,0.5454545454545454,0.464,0.252,0.152,0.4,0.444,0.276,0.3493150684931507,0.488,0.0146663631712804,0
TheDrunkenSnail/Daughter-of-Rhodia-12B,0.5150147543829197,0.1223564954682779,0.4338624338624338,0.3641123670212766,0.832,0.6310160427807486,0.628,0.448,0.48,0.62,0.648,0.344,0.5136986301369864,0.492,0.0218409433473798,0
YOYO-AI/Qwen2.5-7B-it-restore,0.5381010241277556,0.5,0.3994708994708995,0.4287732712765957,0.852,0.5240641711229946,0.58,0.5,0.468,0.776,0.688,0.34,0.5684931506849316,0.568,0.0085134961641522,1
djuna/Q2.5-Veltha-14B-0.5,0.650581496268009,0.4373111782477341,0.4325396825396825,0.5295046542553191,0.876,0.6363636363636364,0.684,0.628,0.608,0.924,0.744,0.436,0.6643835616438356,0.608,0.0120091448435514,1
jaspionjader/bh-49,0.5525082450963374,0.1200906344410876,0.4126984126984127,0.3808178191489361,0.832,0.5935828877005348,0.496,0.444,0.436,0.628,0.468,0.556,0.5,0.488,0.025452675914105,0
wanlige/li-14b-v0.4-slerp,0.6570039923624371,0.4191842900302114,0.4761904761904761,0.5372340425531915,0.888,0.6310160427807486,0.672,0.608,0.584,0.92,0.728,0.508,0.678082191780822,0.556,0.010770070941619,1
ibm-granite/granite-3.1-1b-a400m-base,0.3268529769137303,0.0271903323262839,0.3492063492063492,0.1139461436170212,0.704,0.5133689839572193,0.176,0.26,0.128,0.344,0.58,0.2,0.2602739726027397,0.488,0.0193361360510565,1
mrm8488/phi-4-14B-grpo-limo,0.6764450616212463,0.4569486404833837,0.3968253968253968,0.5260970744680851,0.892,0.6310160427807486,0.724,0.672,0.616,0.924,0.692,0.576,0.726027397260274,0.544,0.017193165098827,1
grimjim/Gigantes-v1-gemma2-9b-it,0.5965978128797084,0.2145015105740181,0.455026455026455,0.4225398936170212,0.844,0.6470588235294118,0.6,0.552,0.544,0.832,0.712,0.36,0.589041095890411,0.588,0.0196093433560865,1
