model_id,bbh_acc,math_acc,musr_acc,mmlu_pro_acc,bbh_sub_boolean_expressions,bbh_sub_causal_judgement,bbh_sub_date_understanding,bbh_sub_logical_deduction_five_objects,bbh_sub_logical_deduction_seven_objects,bbh_sub_logical_deduction_three_objects,bbh_sub_navigate,bbh_sub_object_counting,bbh_sub_penguins_in_a_table,bbh_sub_web_of_lies,score_variance,label
Nitral-AI/Captain-Eris-BMO_Violent-GRPO-v0.420,0.5044263148758896,0.1314199395770392,0.421957671957672,0.359624335106383,0.832,0.6096256684491979,0.596,0.432,0.452,0.664,0.66,0.364,0.5753424657534246,0.488,0.0196061200316158,0
Ro-xe/FMixIA-7B-TIES-1,0.5066828675577156,0.0566465256797583,0.4682539682539682,0.2992021276595745,0.792,0.5989304812834224,0.48,0.46,0.472,0.704,0.616,0.356,0.4657534246575342,0.48,0.0318821999077705,1
cloudyu/Mixtral_11Bx2_MoE_19B,0.5195278597465718,0.0672205438066465,0.4285714285714285,0.3311170212765957,0.828,0.6203208556149733,0.52,0.468,0.416,0.628,0.648,0.376,0.4589041095890411,0.476,0.0290586680714173,0
T145/ZEUS-8B-V9,0.5190071168199966,0.2137462235649546,0.3941798941798942,0.390126329787234,0.824,0.5721925133689839,0.476,0.388,0.34,0.616,0.664,0.352,0.4863013698630137,0.496,0.0133705360420606,1
DreadPoor/Winter-8B-SCE,0.5240409651102239,0.1918429003021148,0.4060846560846561,0.3838929521276595,0.816,0.6096256684491979,0.48,0.416,0.38,0.58,0.656,0.396,0.5068493150684932,0.496,0.0153839578167285,1
zelk12/MT-Max-Merge_02012025163610-gemma-2-9B,0.6130880055545912,0.2212990936555891,0.421957671957672,0.4395777925531915,0.852,0.6524064171122995,0.6,0.56,0.576,0.808,0.656,0.34,0.6164383561643836,0.512,0.0203225889396056,0
DreadPoor/tests_pending-do_not_use_yet,0.5382746051032807,0.1978851963746223,0.3994708994708995,0.3827293882978723,0.808,0.6096256684491979,0.512,0.388,0.384,0.604,0.648,0.408,0.5616438356164384,0.476,0.0160155239627019,1
ehristoforu/ruphi-4b,0.2881444193716369,0.0,0.3505291005291005,0.1126163563829787,0.46,0.5187165775401069,0.136,0.224,0.128,0.344,0.42,0.028,0.1164383561643835,0.488,0.0199108943350797,1
DreadPoor/TEST03-ignore,0.536712376323555,0.1654078549848942,0.4179894179894179,0.37890625,0.836,0.6256684491978609,0.448,0.436,0.428,0.652,0.62,0.4,0.5205479452054794,0.488,0.0188576861954613,0
DreadPoor/Dearly_Beloved-8B-TIES,0.4025342822426662,0.2114803625377643,0.4166666666666667,0.2826628989361702,0.8,0.5187165775401069,0.288,0.256,0.212,0.416,0.42,0.288,0.3904109589041096,0.488,0.0074384016896974,1
prithivMLmods/SmolLM2-CoT-360M,0.3105363652143725,0.0203927492447129,0.3783068783068783,0.1085438829787234,0.636,0.5026737967914439,0.14,0.208,0.136,0.344,0.58,0.18,0.2123287671232876,0.544,0.0213453922519612,1
sonthenguyen/ft-unsloth-zephyr-sft-bnb-4bit-20241014-170522,0.3803159173754556,0.0090634441087613,0.4391534391534391,0.2055352393617021,0.76,0.5561497326203209,0.3,0.276,0.264,0.472,0.504,0.24,0.3013698630136986,0.508,0.0281333296515501,1
wanlige/li-14b-v0.4-slerp0.1,0.6545738587050859,0.5332326283987915,0.4193121693121693,0.5294215425531915,0.892,0.6417112299465241,0.68,0.628,0.592,0.92,0.74,0.456,0.7054794520547946,0.54,0.0130584344307162,1
NotASI/FineTome-v1.5-Llama3.2-3B-1007,0.4306544002777295,0.0641993957703927,0.3637566137566138,0.2448470744680851,0.78,0.5882352941176471,0.54,0.324,0.236,0.456,0.6,0.396,0.3013698630136986,0.488,0.019402154998316,1
DreadPoor/Sun-8B-Model_Stock,0.524214546085749,0.2099697885196374,0.4087301587301587,0.3834773936170212,0.856,0.6363636363636364,0.492,0.396,0.336,0.628,0.66,0.38,0.5068493150684932,0.464,0.0139819776813501,1
suayptalha/Clarus-7B-v0.3,0.5499045304634612,0.4879154078549849,0.4391534391534391,0.4384973404255319,0.864,0.5775401069518716,0.544,0.512,0.504,0.768,0.684,0.36,0.5753424657534246,0.552,0.0076473603713935,1
Goekdeniz-Guelmez/Josiefied-Qwen2.5-14B-Instruct-abliterated-v4,0.6332233987155008,0.5422960725075529,0.4272486772486772,0.5018284574468085,0.884,0.6310160427807486,0.672,0.648,0.588,0.92,0.744,0.484,0.6712328767123288,0.544,0.0122860391237945,1
Qwen/Qwen2.5-7B,0.5375802812011804,0.2507552870090634,0.4417989417989418,0.4365026595744681,0.868,0.5828877005347594,0.572,0.492,0.516,0.76,0.656,0.412,0.5753424657534246,0.52,0.0124855573912696,0
EpistemeAI/Reasoning-Llama-3.2-3B-Math-Instruct-RE1-ORPO,0.4497483075854886,0.1533232628398791,0.3478835978835979,0.3100066489361702,0.784,0.6363636363636364,0.484,0.388,0.336,0.504,0.588,0.388,0.363013698630137,0.484,0.0116992479647106,0
EpistemeAI/Polypsyche-Llama-3.1-8B-Instruct-Agent-0.003-128K-code-ds-auto-divergent,0.4497483075854886,0.1291540785498489,0.3571428571428571,0.3290392287234042,0.792,0.5614973262032086,0.412,0.332,0.276,0.524,0.612,0.34,0.4383561643835616,0.524,0.0141555209583346,0
VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,0.5243881270612741,0.0981873111782477,0.4193121693121693,0.3650265957446808,0.868,0.6363636363636364,0.508,0.396,0.356,0.548,0.636,0.356,0.5342465753424658,0.48,0.0252909706590038,0
maldv/badger-writer-llama-3-8b,0.4853324075681305,0.0755287009063444,0.3571428571428571,0.3759973404255319,0.776,0.5614973262032086,0.5,0.348,0.34,0.54,0.464,0.352,0.4589041095890411,0.432,0.0231239903076197,0
LeroyDyer/CheckPoint_A,0.4726609963547995,0.0589123867069486,0.421957671957672,0.2879820478723404,0.824,0.6203208556149733,0.404,0.364,0.348,0.54,0.588,0.404,0.4315068493150685,0.488,0.0257744575223387,1
Youlln/ECE-PRYMMAL1B-FT-V1,0.3999305676097899,0.0641993957703927,0.3412698412698413,0.2742686170212766,0.768,0.5561497326203209,0.356,0.296,0.236,0.436,0.58,0.292,0.3972602739726027,0.512,0.0160981702160165,0
DeepAutoAI/ldm_soup_Llama-3.1-8B-Inst,0.5085922582884915,0.188821752265861,0.4153439153439153,0.3886303191489361,0.864,0.6096256684491979,0.452,0.34,0.216,0.548,0.636,0.304,0.5205479452054794,0.528,0.0150569061045236,1
GuilhermeNaturaUmana/Nature-Reason-1.2-reallysmall,0.562228779725742,0.25,0.4431216931216931,0.4408244680851064,0.888,0.5775401069518716,0.592,0.572,0.544,0.756,0.6,0.404,0.589041095890411,0.5,0.0156103680141084,1
mistralai/Mistral-7B-Instruct-v0.2,0.4452352022218365,0.0302114803625377,0.3955026455026455,0.2716921542553192,0.78,0.5935828877005348,0.356,0.348,0.26,0.432,0.556,0.4,0.3561643835616438,0.48,0.0257633133356801,0
tinycompany/SigmaBoi-nomic1.5,0.4351675056413817,0.0830815709969788,0.4312169312169312,0.2840757978723404,0.808,0.5668449197860963,0.304,0.432,0.32,0.596,0.664,0.048,0.3493150684931507,0.5,0.0206585004867573,0
failspy/llama-3-70B-Instruct-abliterated,0.644159000173581,0.243202416918429,0.4113756613756614,0.5145445478723404,0.908,0.7112299465240641,0.64,0.544,0.54,0.836,0.632,0.436,0.678082191780822,0.512,0.0268912177502202,1
allknowingroger/MultiverseEx26-7B-slerp,0.5108488109703176,0.0755287009063444,0.4285714285714285,0.3035239361702128,0.776,0.5989304812834224,0.468,0.476,0.432,0.684,0.624,0.32,0.4931506849315068,0.468,0.0274095888329995,1
SicariusSicariiStuff/Impish_QWEN_14B-1M,0.6266273216455477,0.3965256797583081,0.4603174603174603,0.504404920212766,0.924,0.6096256684491979,0.644,0.604,0.588,0.892,0.752,0.476,0.6301369863013698,0.588,0.011355295976847,1
ehristoforu/trd-7b-it,0.2959555632702655,0.0317220543806646,0.3783068783068783,0.1178523936170212,0.54,0.5187165775401069,0.2,0.216,0.128,0.344,0.42,0.072,0.2123287671232876,0.488,0.0198048012397934,1
Weyaxi/Einstein-v8-Llama3.2-1B,0.2973442110744662,0.0007552870090634,0.3611111111111111,0.1161070478723404,0.552,0.5187165775401069,0.168,0.192,0.168,0.324,0.432,0.088,0.2397260273972602,0.512,0.0213378108091661,1
allknowingroger/Yi-1.5-34B,0.2798125325464329,0.0,0.3849206349206349,0.1095412234042553,0.46,0.5187165775401069,0.14,0.22,0.164,0.344,0.42,0.064,0.1506849315068493,0.488,0.0229860987201999,1
lemon07r/Gemma-2-Ataraxy-Remix-9B,0.5882659260545045,0.2016616314199395,0.4365079365079365,0.4238696808510638,0.848,0.6149732620320856,0.604,0.576,0.54,0.824,0.708,0.328,0.5821917808219178,0.536,0.0200978944625808,0
Locutusque/Llama-3-NeuralHercules-5.0-8B,0.3888213851761847,0.0430513595166163,0.3875661375661375,0.2933011968085106,0.8,0.5721925133689839,0.264,0.136,0.216,0.192,0.568,0.408,0.3972602739726027,0.504,0.0199491721207944,0
cpayne1303/cp2024,0.2966498871723659,0.0052870090634441,0.3373015873015873,0.1101230053191489,0.46,0.5187165775401069,0.2,0.188,0.148,0.32,0.528,0.0,0.1575342465753424,0.488,0.0193250512667197,1
pankajmathur/orca_mini_v6_8b,0.3002950876583926,0.0037764350453172,0.3544973544973545,0.1124501329787234,0.54,0.5187165775401069,0.2,0.18,0.168,0.332,0.472,0.084,0.2054794520547945,0.504,0.0203858624572644,1
failspy/Phi-3-medium-4k-instruct-abliterated-v3,0.6283631314007985,0.1593655589123867,0.458994708994709,0.4399933510638298,0.88,0.6203208556149733,0.616,0.644,0.616,0.864,0.548,0.46,0.6575342465753424,0.488,0.0305004090464673,1
Etherll/Qwen2.5-7B-della-test,0.5417462246137823,0.4894259818731117,0.4034391534391534,0.4360871010638298,0.86,0.5454545454545454,0.58,0.516,0.48,0.768,0.68,0.344,0.589041095890411,0.556,0.0078239294227857,1
Aryanne/SHBA,0.5210900885262976,0.1797583081570997,0.4153439153439153,0.3892121010638298,0.828,0.6203208556149733,0.468,0.364,0.332,0.592,0.66,0.396,0.5068493150684932,0.48,0.0163286745766978,0
pankajmathur/orca_mini_v9_4_70B,0.6413817045651796,0.3262839879154078,0.4629629629629629,0.4536236702127659,0.88,0.7112299465240641,0.652,0.576,0.552,0.928,0.672,0.6,0.6095890410958904,0.556,0.0148020413516622,1
JayHyeon/Qwen2.5-0.5B-SFT-2e-5-5ep-MDPO_5e-7_3ep_0alp_0lam,0.3216455476479777,0.039274924471299,0.3518518518518518,0.1574135638297872,0.712,0.46524064171123,0.22,0.192,0.152,0.344,0.58,0.164,0.2671232876712329,0.528,0.0165692365396508,0
FINGU-AI/L3-8B,0.4973094948793612,0.2545317220543807,0.3822751322751322,0.3639461436170212,0.808,0.5882352941176471,0.46,0.384,0.364,0.544,0.636,0.408,0.4657534246575342,0.48,0.0086665580289592,1
yfzp/Llama-3-8B-Instruct-SPPO-Iter1_bt_8b-table,0.5068564485332407,0.1034743202416918,0.3796296296296296,0.3748337765957447,0.78,0.5882352941176471,0.464,0.396,0.46,0.584,0.564,0.36,0.5342465753424658,0.476,0.0229573680531781,0
T145/Llama-3.1-8B-Zeus,0.3639993056760979,0.0143504531722054,0.3306878306878307,0.1332280585106383,0.636,0.5080213903743316,0.236,0.196,0.152,0.348,0.556,0.28,0.2808219178082192,0.488,0.0212079799608936,1
sthenno-com/miscii-14b-0218,0.6535323728519354,0.5143504531722054,0.4259259259259259,0.5297539893617021,0.9,0.6256684491978609,0.696,0.656,0.636,0.916,0.712,0.448,0.7054794520547946,0.576,0.0109346978899362,1
Lunzima/NQLSG-Qwen2.5-14B-MegaFusion-v8.6,0.6439854191980559,0.4070996978851964,0.4947089947089947,0.5399767287234043,0.88,0.6203208556149733,0.7,0.596,0.616,0.896,0.72,0.512,0.6712328767123288,0.568,0.0110528753661298,1
icefog72/Ice0.64-24.01-RP,0.5040791529248394,0.0626888217522658,0.4616402116402116,0.2933011968085106,0.768,0.6203208556149733,0.408,0.472,0.464,0.704,0.608,0.24,0.3972602739726027,0.484,0.0302514721138521,1
EpistemeAI/ReasoningCore-1.0-3B-Instruct-r01-Reflect-Math,0.4353410866169068,0.148036253776435,0.3306878306878307,0.2823304521276595,0.712,0.5240641711229946,0.476,0.292,0.248,0.428,0.612,0.372,0.3150684931506849,0.48,0.0109699206238586,1
Youlln/2PRYMMAL-Yi1.5-6B-SLERP,0.4618989758722444,0.1132930513595166,0.4748677248677249,0.3169880319148936,0.84,0.6524064171122995,0.476,0.32,0.264,0.476,0.52,0.428,0.4246575342465753,0.5,0.0214814850127522,1
jaspionjader/bh-52,0.543134872417983,0.1200906344410876,0.4166666666666667,0.3843085106382978,0.82,0.5828877005347594,0.496,0.432,0.436,0.616,0.456,0.528,0.4863013698630137,0.492,0.024785896907158,0
bunnycore/DeepThinker-7B-Sce-v1,0.2990800208297171,0.0098187311178247,0.4179894179894179,0.112283909574468,0.556,0.5080213903743316,0.2,0.184,0.164,0.332,0.516,0.068,0.2191780821917808,0.504,0.025554780708938,1
NousResearch/Hermes-2-Pro-Mistral-7B,0.496788751952786,0.0604229607250755,0.4365079365079365,0.2946309840425531,0.772,0.5935828877005348,0.548,0.448,0.436,0.632,0.552,0.296,0.4315068493150685,0.468,0.0286810365599518,1
netcat420/MFANNv0.21,0.4556500607533414,0.0574018126888217,0.3981481481481481,0.3031083776595745,0.788,0.5775401069518716,0.4,0.372,0.364,0.58,0.536,0.428,0.4657534246575342,0.5,0.0232936267544747,0
zelk12/MT-gemma-2-9B,0.6051032806804374,0.2054380664652568,0.4060846560846561,0.4223736702127659,0.848,0.6256684491978609,0.6,0.576,0.56,0.828,0.66,0.284,0.6095890410958904,0.504,0.0208418438494281,0
deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,0.4176358271133484,0.1706948640483383,0.451058201058201,0.4686668882978723,0.624,0.5187165775401069,0.624,0.376,0.24,0.7,0.42,0.096,0.4452054794520548,0.488,0.0162407463319413,0
vicgalle/ConfigurableSOLAR-10.7B,0.48429092171498,0.066465256797583,0.3796296296296296,0.3173204787234042,0.796,0.6524064171122995,0.516,0.44,0.352,0.512,0.564,0.268,0.4589041095890411,0.508,0.0236785936340757,0
Amaorynho/BBAI2006,0.2671411213331019,0.0,0.3597883597883597,0.112283909574468,0.46,0.5187165775401069,0.16,0.204,0.136,0.344,0.42,0.056,0.1164383561643835,0.488,0.0201196741558795,0
cognitivecomputations/dolphin-2.9.3-mistral-nemo-12b,0.5455650060753341,0.0740181268882175,0.4417989417989418,0.3376828457446808,0.868,0.6203208556149733,0.528,0.432,0.496,0.644,0.58,0.384,0.5616438356164384,0.488,0.0309832609469209,0
JayHyeon/Qwen_0.5-DPOP_5e-7-3ep_0alp_5lam,0.3188682520395764,0.0422960725075528,0.328042328042328,0.1583277925531915,0.744,0.4598930481283422,0.228,0.212,0.188,0.372,0.58,0.116,0.2534246575342466,0.516,0.0148399947863842,0
MLP-KTLim/llama-3-Korean-Bllossom-8B,0.488456865127582,0.1019637462235649,0.3664021164021164,0.359375,0.784,0.5561497326203209,0.492,0.376,0.456,0.564,0.572,0.388,0.5,0.464,0.0207069089653039,0
Kquant03/L3-Pneuma-8B,0.4940114563443846,0.0506042296072507,0.4166666666666667,0.3184009308510638,0.812,0.5668449197860963,0.484,0.4,0.408,0.58,0.576,0.5,0.4657534246575342,0.488,0.0280834082648877,0
JayHyeon/Qwen_0.5-MDPO_0.5_1e-5-3ep_0alp_0lam,0.3218191286235028,0.039274924471299,0.335978835978836,0.1542553191489361,0.724,0.4705882352941176,0.32,0.204,0.164,0.372,0.58,0.136,0.2397260273972602,0.508,0.0159055273100526,0
arisin/orca-platypus-13B-slerp,0.4601631661169936,0.0158610271903323,0.4246031746031746,0.2592253989361702,0.72,0.5775401069518716,0.484,0.404,0.392,0.512,0.58,0.376,0.4315068493150685,0.496,0.0308083101530432,0
braindao/DeepSeek-R1-Distill-Qwen-14B-Blunt-Uncensored-Blunt-Reflective,0.330671758375282,0.2371601208459214,0.4232804232804232,0.1504321808510638,0.46,0.5187165775401069,0.228,0.208,0.152,0.412,0.42,0.076,0.4863013698630137,0.488,0.0104128479479091,1
Supichi/BBAI_275_Tsunami_gZ,0.5504252733900364,0.3285498489425982,0.4444444444444444,0.44921875,0.84,0.5721925133689839,0.544,0.496,0.5,0.756,0.676,0.408,0.5684931506849316,0.54,0.0091394471040587,1
ibm-granite/granite-3.0-1b-a400m-base,0.319909737892727,0.0264350453172205,0.335978835978836,0.1151928191489361,0.708,0.5187165775401069,0.152,0.212,0.128,0.352,0.572,0.188,0.1712328767123287,0.488,0.0180088257346775,1
SicariusSicariiStuff/2B-ad,0.4079152924839437,0.0506042296072507,0.4007936507936508,0.2662067819148936,0.768,0.4919786096256685,0.484,0.216,0.224,0.36,0.584,0.32,0.3493150684931507,0.528,0.0209396438287912,0
allknowingroger/QwenStock2-14B,0.654747439680611,0.3882175226586102,0.4748677248677249,0.5405585106382979,0.868,0.6417112299465241,0.68,0.632,0.632,0.908,0.704,0.496,0.6986301369863014,0.608,0.0131333869553672,1
stabilityai/stablelm-2-zephyr-1_6b,0.3317132442284325,0.0332326283987915,0.3505291005291005,0.171376329787234,0.46,0.5294117647058824,0.276,0.216,0.204,0.372,0.56,0.132,0.2671232876712329,0.496,0.0167811708091177,1
adriszmar/QAIMath-Qwen2.5-7B-TIES,0.3079326505814962,0.0015105740181268,0.3955026455026455,0.1066323138297872,0.756,0.5080213903743316,0.18,0.2,0.148,0.348,0.448,0.172,0.3013698630136986,0.496,0.0249163195501405,1
DreadPoor/Elusive_Dragon_Heart-8B-LINEAR,0.5440027772956084,0.148036253776435,0.414021164021164,0.3813996010638298,0.836,0.6203208556149733,0.456,0.424,0.432,0.64,0.648,0.412,0.541095890410959,0.484,0.0212618587790224,0
JayHyeon/Qwen2.5-0.5B-SFT-2e-4-5ep,0.290574553028988,0.0181268882175226,0.3862433862433862,0.1336436170212765,0.464,0.5187165775401069,0.228,0.212,0.136,0.308,0.472,0.188,0.2465753424657534,0.488,0.0208142350604144,1
bamec66557/VICIOUS_MESH-12B-ALPHA,0.5058149626800903,0.1367069486404833,0.4193121693121693,0.3696808510638298,0.82,0.6256684491978609,0.64,0.456,0.444,0.664,0.692,0.324,0.541095890410959,0.488,0.0190681817791393,0
DoppelReflEx/MN-12B-LilithFrame,0.4910605797604582,0.1155589123867069,0.3888888888888889,0.3256316489361702,0.752,0.6310160427807486,0.584,0.424,0.448,0.6,0.588,0.328,0.4931506849315068,0.516,0.0188757394230733,0
3rd-Degree-Burn/Llama-3.1-8B-Squareroot,0.3424752647109876,0.2658610271903323,0.3082010582010582,0.1749501329787234,0.46,0.5187165775401069,0.284,0.268,0.212,0.388,0.616,0.196,0.3082191780821918,0.512,0.0039848827504673,1
grimjim/llama-3-Nephilim-v3-8B,0.4995660475611873,0.0951661631419939,0.3981481481481481,0.3612034574468085,0.752,0.6524064171122995,0.484,0.404,0.424,0.576,0.632,0.408,0.4931506849315068,0.488,0.022680319025779,0
Locutusque/Hercules-6.1-Llama-3.1-8B,0.463287623676445,0.1759818731117824,0.3544973544973545,0.3668550531914893,0.86,0.5614973262032086,0.42,0.344,0.408,0.592,0.488,0.356,0.4315068493150685,0.492,0.0120143582609716,0
allknowingroger/Ph3task2-14B,0.6077069953133136,0.1465256797583081,0.4523809523809524,0.4459773936170212,0.896,0.5775401069518716,0.624,0.7,0.588,0.872,0.444,0.472,0.636986301369863,0.48,0.0292543247467157,0
nbeerbower/Hermes2-Gutenberg2-Mistral-7B,0.4948793612220101,0.0574018126888217,0.4616402116402116,0.2992852393617021,0.776,0.5882352941176471,0.568,0.46,0.44,0.584,0.496,0.328,0.4520547945205479,0.496,0.0302412033958186,1
Ateron/Glowing-Forest-12B,0.5469536538795348,0.0777945619335347,0.4444444444444444,0.3717586436170212,0.876,0.6149732620320856,0.66,0.48,0.468,0.748,0.476,0.372,0.5342465753424658,0.488,0.0306129158422245,0
FlofloB/smollm2-135M_pretrained_1000k_fineweb_uncovai_selected,0.2897066481513626,0.0067975830815709,0.4034391534391534,0.1156914893617021,0.496,0.5187165775401069,0.164,0.208,0.152,0.34,0.42,0.048,0.2328767123287671,0.488,0.0242217555906757,1
Nexesenex/Llama_3.1_8b_DoberWild_v2.03,0.5280333275473008,0.2077039274924471,0.3902116402116402,0.3721742021276595,0.828,0.6042780748663101,0.452,0.432,0.428,0.648,0.644,0.488,0.4931506849315068,0.508,0.0138914344584684,1
zelk12/MT2-gemma-2-9B,0.610484290921715,0.2212990936555891,0.4206349206349206,0.4368351063829787,0.852,0.6256684491978609,0.588,0.556,0.576,0.812,0.656,0.304,0.6164383561643836,0.516,0.0201321206992438,0
DavidAU/L3-DARKEST-PLANET-16.5B,0.5216108314528728,0.0898791540785498,0.3743386243386243,0.363031914893617,0.788,0.6203208556149733,0.452,0.432,0.428,0.552,0.556,0.436,0.5205479452054794,0.484,0.024656721866575,0
jaspionjader/bh-5,0.5879187641034542,0.1057401812688821,0.4179894179894179,0.3701795212765957,0.82,0.6042780748663101,0.52,0.54,0.48,0.716,0.512,0.596,0.4931506849315068,0.468,0.0309130787778545,1
NeverSleep/Lumimaid-v0.2-12B,0.5365387953480298,0.0566465256797583,0.4814814814814814,0.3511469414893617,0.848,0.6577540106951871,0.632,0.436,0.444,0.696,0.592,0.36,0.5616438356164384,0.512,0.0348441597577711,0
nbeerbower/Nemo-Loony-12B-experimental,0.381183822253081,0.0151057401812688,0.3333333333333333,0.1589095744680851,0.764,0.5240641711229946,0.44,0.328,0.208,0.484,0.42,0.304,0.3150684931506849,0.488,0.0215908628335261,0
Lil-R/2_PRYMMAL-ECE-2B-SLERP-V2,0.435861829543482,0.0944108761329305,0.4470899470899471,0.2744348404255319,0.764,0.5721925133689839,0.476,0.244,0.268,0.372,0.604,0.376,0.4041095890410959,0.5,0.0206316892541783,1
Delta-Vector/Baldur-8B,0.5292483943759764,0.1435045317220543,0.4365079365079365,0.3654421542553192,0.808,0.5935828877005348,0.448,0.464,0.484,0.668,0.54,0.468,0.5136986301369864,0.528,0.021163101618083,1
dustinwloring1988/Reflexis-8b-chat-v3,0.4646762714806457,0.1223564954682779,0.3505291005291005,0.3548038563829787,0.788,0.5508021390374331,0.408,0.392,0.38,0.592,0.464,0.396,0.4041095890410959,0.488,0.0168254401594287,0
jaspionjader/bh-15,0.5808019441069259,0.1246223564954682,0.41005291005291,0.3766622340425531,0.82,0.6203208556149733,0.536,0.496,0.464,0.68,0.492,0.584,0.5068493150684932,0.456,0.0276712486337268,1
DeepAutoAI/ldm_soup_Llama-3.1-8B-Instruct-v0.0,0.5089394202395418,0.1918429003021148,0.4113756613756614,0.3895445478723404,0.86,0.6096256684491979,0.448,0.34,0.228,0.548,0.64,0.3,0.5205479452054794,0.524,0.0146769883094542,1
jaspionjader/Kosmos-EVAA-PRP-v30-8B,0.5313313660822774,0.1178247734138972,0.4259259259259259,0.3937832446808511,0.784,0.6096256684491979,0.472,0.448,0.44,0.616,0.552,0.492,0.4726027397260274,0.508,0.0241065378767205,0
Supichi/BBA-123,0.288491581322687,0.0,0.3492063492063492,0.116688829787234,0.46,0.5187165775401069,0.192,0.192,0.148,0.32,0.42,0.084,0.2328767123287671,0.488,0.0201500802472951,0
abacusai/Smaug-72B-v0.1,0.5950355840999827,0.1910876132930513,0.4470899470899471,0.4623503989361702,0.916,0.6577540106951871,0.592,0.468,0.424,0.748,0.624,0.38,0.6506849315068494,0.524,0.0233789166653232,0
JayHyeon/Qwen_0.5-DPOP_3e-6-3ep_0alp_5lam,0.3204304808193022,0.0400302114803625,0.332010582010582,0.1533410904255319,0.736,0.46524064171123,0.28,0.208,0.156,0.368,0.58,0.108,0.2945205479452055,0.524,0.0154819422590573,0
instruction-pretrain/InstructLM-500M,0.2912688769310883,0.0,0.3518518518518518,0.1141123670212766,0.496,0.5187165775401069,0.192,0.192,0.148,0.32,0.532,0.076,0.2260273972602739,0.488,0.0204857431041022,0
NikolaSigmoid/phi-4-1steps,0.6689810796736677,0.2983383685800604,0.5013227513227513,0.52734375,0.952,0.6363636363636364,0.728,0.6,0.528,0.896,0.732,0.52,0.7397260273972602,0.58,0.0193795127886582,0
ValiantLabs/Llama3.1-8B-Cobalt,0.492622808540184,0.1268882175226586,0.3955026455026455,0.3644448138297872,0.796,0.5721925133689839,0.468,0.408,0.408,0.592,0.536,0.516,0.4178082191780822,0.5,0.0184124958708634,0
Open-Orca/Mistral-7B-OpenOrca,0.4766533587918764,0.0354984894259818,0.3849206349206349,0.2652925531914893,0.804,0.5935828877005348,0.456,0.464,0.352,0.516,0.508,0.408,0.3835616438356164,0.488,0.0273779019456362,1
Quazim0t0/Phi4Basis-14B-sce,0.6889428918590522,0.4788519637462236,0.4325396825396825,0.5389793882978723,0.932,0.6470588235294118,0.748,0.672,0.58,0.92,0.7,0.572,0.7328767123287672,0.56,0.0178258931045901,1
mergekit-community/mergekit-slerp-fmrazcr,0.5321992709599028,0.1193353474320241,0.41005291005291,0.3776595744680851,0.808,0.6149732620320856,0.456,0.464,0.44,0.64,0.576,0.48,0.4931506849315068,0.528,0.0230690813295404,0
CultriX/Qwen2.5-14B-FinalMerge,0.570387085575421,0.3814199395770393,0.4365079365079365,0.4574468085106383,0.86,0.6310160427807486,0.64,0.568,0.588,0.872,0.652,0.376,0.5684931506849316,0.532,0.0069991898115034,1
Quazim0t0/caramel-14B,0.6898107967366777,0.4712990936555891,0.4444444444444444,0.5435505319148937,0.92,0.6417112299465241,0.76,0.672,0.572,0.936,0.704,0.58,0.7397260273972602,0.572,0.0164787431023195,1
grimjim/Magnolia-v2-Gemma2-8k-9B,0.6011109182433605,0.2280966767371601,0.4484126984126984,0.4331781914893617,0.824,0.6256684491978609,0.628,0.552,0.54,0.856,0.696,0.348,0.5547945205479452,0.516,0.018581863011704,1
mergekit-community/VirtuosoSmall-InstructModelStock,0.6498871723659086,0.4093655589123867,0.4748677248677249,0.5420545212765957,0.868,0.6363636363636364,0.676,0.616,0.624,0.908,0.704,0.496,0.684931506849315,0.616,0.0116336710203362,1
ZeroXClem/Qwen-2.5-Aether-SlerpFusion-7B,0.5433084533935081,0.2734138972809667,0.4166666666666667,0.4326795212765957,0.864,0.5882352941176471,0.62,0.528,0.484,0.804,0.716,0.396,0.5547945205479452,0.536,0.0119821234520063,1
NousResearch/Yarn-Llama-2-7b-64k,0.3296302725221315,0.0158610271903323,0.3928571428571428,0.1798537234042553,0.588,0.5508021390374331,0.332,0.204,0.136,0.324,0.42,0.372,0.273972602739726,0.488,0.021445468745065,0
JayHyeon/Qwen_0.5-MDPO_0.7_5e-7-3ep_0alp_0lam,0.3160909564311751,0.0385196374622356,0.3267195767195767,0.1572473404255319,0.744,0.4705882352941176,0.248,0.188,0.148,0.356,0.58,0.12,0.2602739726027397,0.524,0.0149195127680738,0
jeffmeloy/Qwen2.5-7B-olm-v1.1,0.5455650060753341,0.3829305135951661,0.4801587301587302,0.4354222074468085,0.784,0.6149732620320856,0.588,0.536,0.52,0.724,0.632,0.432,0.5205479452054794,0.476,0.0082055506502784,1
DeepAutoAI/Explore_Llama-3.2-1B-Inst,0.3482034369033154,0.0747734138972809,0.3174603174603174,0.1808510638297872,0.636,0.5080213903743316,0.412,0.204,0.16,0.332,0.448,0.352,0.2465753424657534,0.496,0.0121635287706439,0
prithivMLmods/Galactic-Qwen-14B-Exp2,0.7193195625759417,0.3474320241691843,0.5343915343915344,0.5690658244680851,0.932,0.6524064171122995,0.784,0.744,0.7,0.972,0.736,0.532,0.7465753424657534,0.628,0.0216246252218564,1
